Место,Дата,Номер,Продукт,Категория,Цена,Количество
Диски,2020-06-12,939568511,Бумага,Работа,7750,1
Диски,2020-06-12,939568511,Чернила,Работа,2200,2
Диски,2020-06-12,939568511,Сосиски молочные,Еда,20000,3
Тупичок,2020-06-15,412045617,Сосиски молочные,Еда,20000,2
Тупичок,2020-06-15,412045617,Молочный шоколад,Вкусняшка,6900,1
Тупичок,2020-06-15,412045617,Яйца,Еда,5950,2
Тупичок,2020-06-16,122201607,Молочный шоколад,Вкусняшка,6900,1
Тупичок,2020-06-16,122201607,Молочный шоколад,Вкусняшка,6900,3
Тупичок,2020-06-16,122201607,Сосиски молочные,Еда,20000,1
Тупичок,2020-06-16,122201607,Бумага туалетная,Дом,7000,2
Тупичок,2020-06-16,122201607,Мусорные пакеты,Дом,9050,1
Тупичок,2020-06-16,122201607,Бумага,Работа,7750,1
Тупичок,2020-06-16,122201607,Черешня,Вкусняшки,15000,3
Тупичок,2020-06-16,122201607,Чернила,Работа,2200,1
Тупичок,2020-06-16,122201607,Хлеб,Еда,7500,3
Четвёрочка,2020-06-16,11013842,Бумага,Работа,7750,2
Четвёрочка,2020-06-16,11013842,Молоко,Еда,6700,1
Четвёрочка,2020-06-16,11013842,Сосиски молочные,Еда,20000,2
Четвёрочка,2020-06-16,11013842,Гвозди,Дом,5000,3
Четвёрочка,2020-06-16,11013842,Гвозди,Дом,5000,1
Четвёрочка,2020-06-16,11013842,Бумага,Работа,7750,2
Четвёрочка,2020-06-16,11013842,Черешня,Вкусняшки,15000,2
Диски,2020-06-17,341617404,Молоко,Еда,6700,3
Диски,2020-06-17,341617404,Мусорные пакеты,Дом,9050,1
Диски,2020-06-17,341617404,Бананы,Вкусняшка,7000,2
Диски,2020-06-17,341617404,Бананы,Вкусняшка,7000,3
Диски,2020-06-17,341617404,Хлеб,Еда,7500,2
Диски,2020-06-17,341617404,Молоко,Еда,6700,1
Мячик,2020-06-17,454307222,Чернила,Работа,2200,3
Мячик,2020-06-17,454307222,Бумага туалетная,Дом,7000,2
Мячик,2020-06-17,454307222,Бумага туалетная,Дом,7000,3
Мячик,2020-06-17,454307222,Яйца,Еда,5950,1
Трамвай,2020-06-17,890051698,Хлеб,Еда,7500,2
Трамвай,2020-06-17,890051698,Мусорные пакеты,Дом,9050,3
Трамвай,2020-06-17,890051698,Бумага туалетная,Дом,7000,3
Трамвай,2020-06-17,890051698,Хлеб,Еда,7500,1
Трамвай,2020-06-17,890051698,Чернила,Работа,2200,1
Трамвай,2020-06-17,890051698,Хлеб,Еда,7500,3
Трамвай,2020-06-18,657608062,Гвозди,Дом,5000,2
Трамвай,2020-06-18,657608062,Молоко,Еда,6700,3
Трамвай,2020-06-18,657608062,Гвозди,Дом,5000,1
Трамвай,2020-06-18,657608062,Чернила,Работа,2200,1
Трамвай,2020-06-18,657608062,Бумага туалетная,Дом,7000,3
Трамвай,2020-06-18,657608062,Чернила,Работа,2200,3
Трамвай,2020-06-18,657608062,Бананы,Вкусняшка,7000,1
Трамвай,2020-06-18,657608062,Яблоки,Еда,6550,3
Трамвай,2020-06-18,657608062,Черешня,Вкусняшки,15000,1
Мячик,2020-06-18,741477837,Яблоки,Еда,6550,2
Мячик,2020-06-18,741477837,Хлеб,Еда,7500,2
Мячик,2020-06-18,741477837,Мусорные пакеты,Дом,9050,2
Трамвай,2020-06-19,541642506,Молочный шоколад,Вкусняшка,6900,2
Трамвай,2020-06-19,541642506,Бананы,Вкусняшка,7000,2
Трамвай,2020-06-19,541642506,Хлеб,Еда,7500,1
Трамвай,2020-06-19,541642506,Яйца,Еда,5950,1
Трамвай,2020-06-19,541642506,Молочный шоколад,Вкусняшка,6900,3
Трамвай,2020-06-19,541642506,Чернила,Работа,2200,3
Трамвай,2020-06-19,541642506,Молочный шоколад,Вкусняшка,6900,3
Трамвай,2020-06-19,541642506,Молочный шоколад,Вкусняшка,6900,3
Мячик,2020-06-20,304131979,Яйца,Еда,5950,2
Мячик,2020-06-20,304131979,Гвозди,Дом,5000,2
Мячик,2020-06-20,304131979,Яблоки,Еда,6550,2
Мячик,2020-06-20,304131979,Яйца,Еда,5950,2
Мячик,2020-06-21,486785603,Гвозди,Дом,5000,3
Мячик,2020-06-21,486785603,Молоко,Еда,6700,1
Мячик,2020-06-21,486785603,Черешня,Вкусняшки,15000,1
Мячик,2020-06-21,486785603,Гвозди,Дом,5000,1
Мячик,2020-06-21,486785603,Молоко,Еда,6700,2
Мячик,2020-06-21,486785603,Мусорные пакеты,Дом,9050,2
Мячик,2020-06-21,486785603,Бананы,Вкусняшка,7000,2
Мячик,2020-06-21,486785603,Молочный шоколад,Вкусняшка,6900,3
Мячик,2020-06-21,486785603,Бумага,Работа,7750,1
Мячик,2020-06-21,462875403,Хлеб,Еда,7500,3
Мячик,2020-06-21,462875403,Молоко,Еда,6700,3
Диски,2020-06-23,927250080,Мусорные пакеты,Дом,9050,1
Диски,2020-06-23,927250080,Мусорные пакеты,Дом,9050,1
Диски,2020-06-23,927250080,Чернила,Работа,2200,3
Диски,2020-06-23,927250080,Бананы,Вкусняшка,7000,3
Диски,2020-06-23,927250080,Гвозди,Дом,5000,2
Диски,2020-06-23,927250080,Чернила,Работа,2200,2
Диски,2020-06-23,927250080,Чернила,Работа,2200,1
Тупичок,2020-06-24,633463012,Мусорные пакеты,Дом,9050,1
Тупичок,2020-06-24,633463012,Хлеб,Еда,7500,3
Тупичок,2020-06-24,633463012,Бананы,Вкусняшка,7000,1
Тупичок,2020-06-24,633463012,Молочный шоколад,Вкусняшка,6900,3
Тупичок,2020-06-24,633463012,Бананы,Вкусняшка,7000,3
Тупичок,2020-06-24,633463012,Хлеб,Еда,7500,1
Тупичок,2020-06-24,568148047,Яблоки,Еда,6550,2
Тупичок,2020-06-24,568148047,Яйца,Еда,5950,3
Тупичок,2020-06-24,568148047,Яйца,Еда,5950,2
Тупичок,2020-06-24,568148047,Мусорные пакеты,Дом,9050,1
Тупичок,2020-06-24,568148047,Хлеб,Еда,7500,1
Тупичок,2020-06-24,568148047,Чернила,Работа,2200,1
Тупичок,2020-06-24,568148047,Сосиски молочные,Еда,20000,2
Мячик,2020-06-25,34708858,Хлеб,Еда,7500,3
Мячик,2020-06-25,34708858,Бумага туалетная,Дом,7000,2
Мячик,2020-06-25,34708858,Бумага туалетная,Дом,7000,2
Мячик,2020-06-25,34708858,Хлеб,Еда,7500,3
Мячик,2020-06-25,34708858,Мусорные пакеты,Дом,9050,1
Мячик,2020-06-25,34708858,Молоко,Еда,6700,2
Мячик,2020-06-25,34708858,Молочный шоколад,Вкусняшка,6900,2
Мячик,2020-06-25,34708858,Молоко,Еда,6700,2
Мячик,2020-06-25,34708858,Мусорные пакеты,Дом,9050,3
Мячик,2020-06-25,34708858,Бумага туалетная,Дом,7000,3
Тупичок,2020-06-25,667530782,Молочный шоколад,Вкусняшка,6900,3
Тупичок,2020-06-25,667530782,Бумага туалетная,Дом,7000,3
Тупичок,2020-06-25,667530782,Гвозди,Дом,5000,2
Тупичок,2020-06-25,667530782,Яйца,Еда,5950,1
Тупичок,2020-06-25,667530782,Молоко,Еда,6700,1
Тупичок,2020-06-25,667530782,Бананы,Вкусняшка,7000,1
Тупичок,2020-06-25,667530782,Чернила,Работа,2200,3
Тупичок,2020-06-25,667530782,Молочный шоколад,Вкусняшка,6900,1
Тупичок,2020-06-25,667530782,Сосиски молочные,Еда,20000,2
Четвёрочка,2020-06-26,487974155,Бумага туалетная,Дом,7000,3
Четвёрочка,2020-06-26,487974155,Гвозди,Дом,5000,1
Четвёрочка,2020-06-26,487974155,Сосиски молочные,Еда,20000,2
Четвёрочка,2020-06-26,487974155,Сосиски молочные,Еда,20000,3
Четвёрочка,2020-06-26,487974155,Бумага,Работа,7750,2
Четвёрочка,2020-06-26,487974155,Молоко,Еда,6700,3
Четвёрочка,2020-06-26,487974155,Бумага,Работа,7750,3
Диски,2020-07-01,613639748,Молочный шоколад,Вкусняшка,6900,1
Диски,2020-07-01,613639748,Яблоки,Еда,6550,2
Диски,2020-07-01,613639748,Хлеб,Еда,7500,3
Трамвай,2020-07-01,355480436,Яйца,Еда,5950,3
Трамвай,2020-07-01,355480436,Гвозди,Дом,5000,2
Трамвай,2020-07-01,355480436,Яйца,Еда,5950,1
Трамвай,2020-07-01,355480436,Чернила,Работа,2200,1
Трамвай,2020-07-01,355480436,Чернила,Работа,2200,1
Трамвай,2020-07-01,355480436,Чернила,Работа,2200,3
Трамвай,2020-07-01,355480436,Сосиски молочные,Еда,20000,3
Трамвай,2020-07-01,355480436,Молочный шоколад,Вкусняшка,6900,2
Мячик,2020-07-01,387977725,Чернила,Работа,2200,3
Мячик,2020-07-01,387977725,Сосиски молочные,Еда,20000,1
Мячик,2020-07-01,387977725,Яблоки,Еда,6550,1
Мячик,2020-07-01,387977725,Молочный шоколад,Вкусняшка,6900,2
Четвёрочка,2020-07-01,815220022,Молоко,Еда,6700,3
Четвёрочка,2020-07-01,815220022,Молоко,Еда,6700,1
Четвёрочка,2020-07-01,815220022,Молоко,Еда,6700,3
Четвёрочка,2020-07-01,815220022,Чернила,Работа,2200,1
Четвёрочка,2020-07-01,815220022,Бумага туалетная,Дом,7000,3
Четвёрочка,2020-07-01,815220022,Молоко,Еда,6700,3
Четвёрочка,2020-07-01,815220022,Бананы,Вкусняшка,7000,2
Четвёрочка,2020-07-01,815220022,Яблоки,Еда,6550,2
Четвёрочка,2020-07-01,815220022,Яблоки,Еда,6550,3
Четвёрочка,2020-07-01,815220022,Яйца,Еда,5950,1
Диски,2020-07-02,40247900,Молоко,Еда,6700,2
Диски,2020-07-02,40247900,Бананы,Вкусняшка,7000,3
Диски,2020-07-02,40247900,Яйца,Еда,5950,3
Диски,2020-07-02,40247900,Мусорные пакеты,Дом,9050,1
Диски,2020-07-02,40247900,Чернила,Работа,2200,3
Диски,2020-07-02,900103064,Молочный шоколад,Вкусняшка,6900,2
Диски,2020-07-02,900103064,Молочный шоколад,Вкусняшка,6900,2
Диски,2020-07-04,524626780,Молоко,Еда,6700,2
Диски,2020-07-04,524626780,Молочный шоколад,Вкусняшка,6900,1
Диски,2020-07-04,524626780,Молоко,Еда,6700,1
Диски,2020-07-04,524626780,Сосиски молочные,Еда,20000,3
Диски,2020-07-04,524626780,Яблоки,Еда,6550,3
Диски,2020-07-04,524626780,Черешня,Вкусняшки,15000,3
Диски,2020-07-04,524626780,Яблоки,Еда,6550,1
Диски,2020-07-04,524626780,Бумага,Работа,7750,1
Мячик,2020-07-05,928810716,Хлеб,Еда,7500,2
Мячик,2020-07-05,928810716,Бумага туалетная,Дом,7000,2
Мячик,2020-07-05,928810716,Молоко,Еда,6700,3
Трамвай,2020-07-07,779226013,Хлеб,Еда,7500,3
Трамвай,2020-07-07,779226013,Черешня,Вкусняшки,15000,1
Трамвай,2020-07-07,779226013,Хлеб,Еда,7500,2
Трамвай,2020-07-07,779226013,Яблоки,Еда,6550,3
Трамвай,2020-07-07,779226013,Хлеб,Еда,7500,1
Трамвай,2020-07-07,779226013,Бананы,Вкусняшка,7000,2
Четвёрочка,2020-07-07,62988319,Молочный шоколад,Вкусняшка,6900,3
Четвёрочка,2020-07-07,62988319,Бумага,Работа,7750,2
Четвёрочка,2020-07-07,62988319,Чернила,Работа,2200,3
Трамвай,2020-07-08,987850820,Мусорные пакеты,Дом,9050,1
Трамвай,2020-07-08,987850820,Молочный шоколад,Вкусняшка,6900,2
Трамвай,2020-07-08,987850820,Гвозди,Дом,5000,1
Трамвай,2020-07-08,987850820,Яблоки,Еда,6550,1
Трамвай,2020-07-08,987850820,Бумага,Работа,7750,3
Трамвай,2020-07-08,987850820,Хлеб,Еда,7500,2
Трамвай,2020-07-08,987850820,Бумага туалетная,Дом,7000,2
Трамвай,2020-07-08,987850820,Молоко,Еда,6700,1
Трамвай,2020-07-08,987850820,Черешня,Вкусняшки,15000,2
Трамвай,2020-07-08,987850820,Бумага,Работа,7750,1
Диски,2020-07-09,503410817,Яблоки,Еда,6550,3
Диски,2020-07-09,503410817,Гвозди,Дом,5000,1
Диски,2020-07-09,503410817,Молочный шоколад,Вкусняшка,6900,1
Диски,2020-07-09,503410817,Молочный шоколад,Вкусняшка,6900,1
Диски,2020-07-09,503410817,Гвозди,Дом,5000,2
Диски,2020-07-09,503410817,Бананы,Вкусняшка,7000,3
Трамвай,2020-07-10,163354808,Яйца,Еда,5950,3
Трамвай,2020-07-10,163354808,Бананы,Вкусняшка,7000,2
Трамвай,2020-07-10,163354808,Яблоки,Еда,6550,2
Трамвай,2020-07-10,163354808,Хлеб,Еда,7500,3
Трамвай,2020-07-10,163354808,Сосиски молочные,Еда,20000,2
Трамвай,2020-07-10,163354808,Бананы,Вкусняшка,7000,3
Трамвай,2020-07-10,163354808,Яйца,Еда,5950,2
Трамвай,2020-07-10,163354808,Молочный шоколад,Вкусняшка,6900,3
Тупичок,2020-07-10,193962250,Яблоки,Еда,6550,1
Тупичок,2020-07-10,193962250,Чернила,Работа,2200,2
Тупичок,2020-07-10,193962250,Мусорные пакеты,Дом,9050,2
Тупичок,2020-07-10,193962250,Гвозди,Дом,5000,2
Тупичок,2020-07-10,193962250,Сосиски молочные,Еда,20000,1
Тупичок,2020-07-10,193962250,Яйца,Еда,5950,2
Тупичок,2020-07-10,193962250,Бумага туалетная,Дом,7000,1
Тупичок,2020-07-10,193962250,Яйца,Еда,5950,3
Тупичок,2020-07-10,817758520,Бумага туалетная,Дом,7000,3
Тупичок,2020-07-10,817758520,Гвозди,Дом,5000,1
Тупичок,2020-07-10,817758520,Сосиски молочные,Еда,20000,3
Тупичок,2020-07-10,817758520,Сосиски молочные,Еда,20000,1
Тупичок,2020-07-10,817758520,Бумага туалетная,Дом,7000,3
Тупичок,2020-07-10,817758520,Гвозди,Дом,5000,1
Тупичок,2020-07-10,817758520,Чернила,Работа,2200,1
Трамвай,2020-07-10,939774872,Молочный шоколад,Вкусняшка,6900,1
Трамвай,2020-07-10,939774872,Молоко,Еда,6700,3
Трамвай,2020-07-10,939774872,Бананы,Вкусняшка,7000,2
